"Moving Violations",,
"20th Precinct",,
"October  ",,
020sum,,
"Offense Description","MTD 2015","YTD 2015"
"Backing Unsafely",0,4
"Brake Lights (Defect.or Improper)",4,46
"Bus Lane, Driving in",0,0
"Cell Phone",130,1516
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",77,784
"Disobey Traffic Control Device",216,2076
"Equipment (Other)",9,127
"Fail to Keep Right",0,1
"Fail to Signal",9,111
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",1,27
"Improper Lights",0,0
"Improper Passing",0,1
"Improper Turn",87,702
"Improper/Missing Plates",0,3
"Not Giving R of W to Pedes.",23,207
"Not Giving R of W to Veh.",0,11
"One Way Street",14,120
"Pavement Markings",1,11
"Safety Belt",78,669
"School Bus, Passing Stopped",0,44
Speeding,33,374
Spillback,0,2
"Tinted Windows",6,164
"Truck Routes",7,189
U-Turn,9,27
Uninspected,2,6
Uninsured,13,114
"Unlicensed Operator",27,240
Unregistered,5,26
"Unsafe Lane Change",3,24
"Other Movers",39,487
"020TOTAL Movers ",793,8113
,,
"* All figures are preliminary and subject to change.",,
