"Moving Violations",,
"Midtown North Precinct",,
"October  ",,
018sum,,
"Offense Description","MTD 2015","YTD 2015"
"Backing Unsafely",1,19
"Brake Lights (Defect.or Improper)",33,341
"Bus Lane, Driving in",24,108
"Cell Phone",170,1484
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",72,619
"Disobey Traffic Control Device",265,1951
"Equipment (Other)",0,7
"Fail to Keep Right",0,0
"Fail to Signal",23,91
"Following Too Closely",1,1
"Headlights (Defect. or Improper)",20,328
"Improper Lights",0,0
"Improper Passing",3,4
"Improper Turn",229,2476
"Improper/Missing Plates",6,88
"Not Giving R of W to Pedes.",32,302
"Not Giving R of W to Veh.",1,7
"One Way Street",17,132
"Pavement Markings",12,99
"Safety Belt",98,1058
"School Bus, Passing Stopped",1,3
Speeding,15,96
Spillback,4,43
"Tinted Windows",7,195
"Truck Routes",0,0
U-Turn,10,74
Uninspected,0,6
Uninsured,28,362
"Unlicensed Operator",28,266
Unregistered,13,133
"Unsafe Lane Change",8,78
"Other Movers",68,458
"018TOTAL Movers ",1189,10829
,,
"* All figures are preliminary and subject to change.",,
