"Moving Violations",,
"44th Precinct",,
" January ",,
044sum,,
"Offense Description","MTD   2015","YTD   2015"
"Backing Unsafely",3,3
"Brake Lights (Defect.or Improper)",16,16
"Bus Lane, Driving in",0,0
"Cell Phone",33,33
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",47,47
"Disobey Traffic Control Device",224,224
"Equipment (Other)",3,3
"Fail to Keep Right",0,0
"Fail to Signal",9,9
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",11,11
"Improper Lights",0,0
"Improper Passing",0,0
"Improper Turn",27,27
"Improper/Missing Plates",5,5
"Not Giving R of W to Pedes.",16,16
"Not Giving R of W to Veh.",0,0
"One Way Street",0,0
"Pavement Markings",5,5
"Safety Belt",61,61
"School Bus, Passing Stopped",6,6
Speeding,35,35
Spillback,2,2
"Tinted Windows",24,24
"Truck Routes",0,0
U-Turn,2,2
Uninspected,5,5
Uninsured,20,20
"Unlicensed Operator",43,43
Unregistered,22,22
"Unsafe Lane Change",1,1
"Other Movers",13,13
"044    TOTAL Movers ",633,633
"* All figures are preliminary and subject to change.",,
