"Moving Violations",,
"94th Precinct",,
" January ",,
094sum,,
"Offense Description","MTD   2015","YTD   2015"
"Backing Unsafely",2,2
"Brake Lights (Defect.or Improper)",1,1
"Bus Lane, Driving in",0,0
"Cell Phone",42,42
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",45,45
"Disobey Traffic Control Device",68,68
"Equipment (Other)",3,3
"Fail to Keep Right",0,0
"Fail to Signal",2,2
"Following Too Closely",1,1
"Headlights (Defect. or Improper)",22,22
"Improper Lights",0,0
"Improper Passing",1,1
"Improper Turn",11,11
"Improper/Missing Plates",3,3
"Not Giving R of W to Pedes.",2,2
"Not Giving R of W to Veh.",3,3
"One Way Street",8,8
"Pavement Markings",1,1
"Safety Belt",52,52
"School Bus, Passing Stopped",0,0
Speeding,57,57
Spillback,0,0
"Tinted Windows",83,83
"Truck Routes",12,12
U-Turn,0,0
Uninspected,1,1
Uninsured,15,15
"Unlicensed Operator",20,20
Unregistered,4,4
"Unsafe Lane Change",0,0
"Other Movers",27,27
"094    TOTAL Movers ",486,486
"* All figures are preliminary and subject to change.",,
