"Moving Violations",,
"9th Precinct",,
" January ",,
009sum,,
"Offense Description","MTD   2015","YTD   2015"
"Backing Unsafely",0,0
"Brake Lights (Defect.or Improper)",1,1
"Bus Lane, Driving in",0,0
"Cell Phone",78,78
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",62,62
"Disobey Traffic Control Device",86,86
"Equipment (Other)",2,2
"Fail to Keep Right",0,0
"Fail to Signal",5,5
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",6,6
"Improper Lights",0,0
"Improper Passing",1,1
"Improper Turn",72,72
"Improper/Missing Plates",5,5
"Not Giving R of W to Pedes.",20,20
"Not Giving R of W to Veh.",0,0
"One Way Street",1,1
"Pavement Markings",26,26
"Safety Belt",65,65
"School Bus, Passing Stopped",0,0
Speeding,0,0
Spillback,0,0
"Tinted Windows",2,2
"Truck Routes",0,0
U-Turn,1,1
Uninspected,2,2
Uninsured,8,8
"Unlicensed Operator",20,20
Unregistered,1,1
"Unsafe Lane Change",14,14
"Other Movers",28,28
"009    TOTAL Movers ",506,506
"* All figures are preliminary and subject to change.",,
