"Moving Violations",,
"45th Precinct",,
" January ",,
045sum,,
"Offense Description","MTD   2015","YTD   2015"
"Backing Unsafely",0,0
"Brake Lights (Defect.or Improper)",8,8
"Bus Lane, Driving in",0,0
"Cell Phone",44,44
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",7,7
"Disobey Traffic Control Device",48,48
"Equipment (Other)",3,3
"Fail to Keep Right",0,0
"Fail to Signal",9,9
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",18,18
"Improper Lights",0,0
"Improper Passing",0,0
"Improper Turn",23,23
"Improper/Missing Plates",1,1
"Not Giving R of W to Pedes.",22,22
"Not Giving R of W to Veh.",0,0
"One Way Street",0,0
"Pavement Markings",8,8
"Safety Belt",22,22
"School Bus, Passing Stopped",3,3
Speeding,23,23
Spillback,1,1
"Tinted Windows",29,29
"Truck Routes",0,0
U-Turn,2,2
Uninspected,1,1
Uninsured,21,21
"Unlicensed Operator",31,31
Unregistered,12,12
"Unsafe Lane Change",2,2
"Other Movers",9,9
"045    TOTAL Movers ",347,347
"* All figures are preliminary and subject to change.",,
