"Moving Violations",,
"20th Precinct",,
" January ",,
020sum,,
"Offense Description","MTD   2015","YTD   2015"
"Backing Unsafely",0,0
"Brake Lights (Defect.or Improper)",8,8
"Bus Lane, Driving in",0,0
"Cell Phone",106,106
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",52,52
"Disobey Traffic Control Device",209,209
"Equipment (Other)",3,3
"Fail to Keep Right",0,0
"Fail to Signal",5,5
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",5,5
"Improper Lights",0,0
"Improper Passing",0,0
"Improper Turn",57,57
"Improper/Missing Plates",0,0
"Not Giving R of W to Pedes.",14,14
"Not Giving R of W to Veh.",0,0
"One Way Street",5,5
"Pavement Markings",1,1
"Safety Belt",46,46
"School Bus, Passing Stopped",6,6
Speeding,16,16
Spillback,0,0
"Tinted Windows",15,15
"Truck Routes",24,24
U-Turn,1,1
Uninspected,0,0
Uninsured,6,6
"Unlicensed Operator",22,22
Unregistered,0,0
"Unsafe Lane Change",4,4
"Other Movers",35,35
"020    TOTAL Movers ",640,640
"* All figures are preliminary and subject to change.",,
