"Moving Violations",,
"90th Precinct",,
" January ",,
090sum,,
"Offense Description","MTD   2015","YTD   2015"
"Backing Unsafely",1,1
"Brake Lights (Defect.or Improper)",20,20
"Bus Lane, Driving in",0,0
"Cell Phone",65,65
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",74,74
"Disobey Traffic Control Device",49,49
"Equipment (Other)",1,1
"Fail to Keep Right",0,0
"Fail to Signal",10,10
"Following Too Closely",1,1
"Headlights (Defect. or Improper)",31,31
"Improper Lights",0,0
"Improper Passing",0,0
"Improper Turn",56,56
"Improper/Missing Plates",0,0
"Not Giving R of W to Pedes.",6,6
"Not Giving R of W to Veh.",5,5
"One Way Street",44,44
"Pavement Markings",3,3
"Safety Belt",129,129
"School Bus, Passing Stopped",1,1
Speeding,17,17
Spillback,0,0
"Tinted Windows",27,27
"Truck Routes",6,6
U-Turn,0,0
Uninspected,1,1
Uninsured,57,57
"Unlicensed Operator",35,35
Unregistered,3,3
"Unsafe Lane Change",1,1
"Other Movers",60,60
"090    TOTAL Movers ",703,703
"* All figures are preliminary and subject to change.",,
