"Moving Violations",,
"114th Precinct",,
" January ",,
114sum,,
"Offense Description","MTD   2015","YTD   2015"
"Backing Unsafely",2,2
"Brake Lights (Defect.or Improper)",0,0
"Bus Lane, Driving in",0,0
"Cell Phone",82,82
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",35,35
"Disobey Traffic Control Device",212,212
"Equipment (Other)",0,0
"Fail to Keep Right",2,2
"Fail to Signal",15,15
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",0,0
"Improper Lights",21,21
"Improper Passing",1,1
"Improper Turn",44,44
"Improper/Missing Plates",0,0
"Not Giving R of W to Pedes.",10,10
"Not Giving R of W to Veh.",0,0
"One Way Street",1,1
"Pavement Markings",12,12
"Safety Belt",62,62
"School Bus, Passing Stopped",0,0
Speeding,30,30
Spillback,1,1
"Tinted Windows",101,101
"Truck Routes",1,1
U-Turn,0,0
Uninspected,0,0
Uninsured,31,31
"Unlicensed Operator",50,50
Unregistered,4,4
"Unsafe Lane Change",0,0
"Other Movers",48,48
"114    TOTAL Movers ",765,765
"* All figures are preliminary and subject to change.",,
