"Moving Violations",,
"1st Precinct",,
"    June ",,
001sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",2,8
"Brake Lights (Defect.or Improper)",2,36
"Bus Lane, Driving in",3,15
"Cell Phone",161,1092
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",75,399
"Disobey Traffic Control Device",216,1271
"Equipment (Other)",3,24
"Fail to Keep Right",0,0
"Fail to Signal",16,95
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",12,71
"Improper Lights",2,18
"Improper Passing",4,29
"Improper Turn",58,426
"Improper/Missing Plates",0,6
"Not Giving R of W to Pedes.",21,133
"Not Giving R of W to Veh.",0,5
"OBSTRUCTED PLATE",0,0
"One Way Street",10,97
"Pavement Markings",6,82
"Safety Belt",50,386
"School Bus, Passing Stopped",0,4
Speeding,6,34
Spillback,4,9
"Tinted Windows",38,330
"Truck Routes",1,23
U-Turn,5,23
Uninspected,1,3
Uninsured,17,86
"Unlicensed Operator",9,66
Unregistered,4,28
"Unsafe Lane Change",2,31
"Other Movers",13,74
"001TOTAL Movers ",741,4904
,,
"* All figures are preliminary and subject to change.",,
