"Moving Violations",,
"9th Precinct",,
"    June ",,
009sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",0,3
"Brake Lights (Defect.or Improper)",16,104
"Bus Lane, Driving in",0,5
"Cell Phone",19,314
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",147,519
"Disobey Traffic Control Device",71,599
"Equipment (Other)",6,20
"Fail to Keep Right",0,0
"Fail to Signal",0,25
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",9,62
"Improper Lights",0,0
"Improper Passing",0,2
"Improper Turn",141,709
"Improper/Missing Plates",4,45
"Not Giving R of W to Pedes.",36,172
"Not Giving R of W to Veh.",0,4
"OBSTRUCTED PLATE",3,3
"One Way Street",0,1
"Pavement Markings",37,258
"Safety Belt",34,481
"School Bus, Passing Stopped",0,5
Speeding,1,11
Spillback,0,3
"Tinted Windows",10,86
"Truck Routes",0,0
U-Turn,2,10
Uninspected,1,3
Uninsured,13,110
"Unlicensed Operator",23,134
Unregistered,6,42
"Unsafe Lane Change",19,123
"Other Movers",57,315
"009TOTAL Movers ",655,4168
,,
"* All figures are preliminary and subject to change.",,
