Bronx,,
Backing Unsafely,5,265
Brake Lights (Defect.or  Improper),108,3541
"Bus Lane, Driving in",0,8
Cell Phone,597,13061
Commercial Veh on Pkwy,2,53
Defective Brakes,3,56
Disobey Sign,836,12373
Equipment (Other),33,665
Fail to Keep Right,6,90
Fail to Signal,176,1439
Fail to Stop on Signal,291,3813
Following Too Closely,6,67
Headlights (Defect. or Improper),118,3428
Improper Lights,6,133
Improper Passing,21,170
Improper Turn,490,6605
Improper/Missing Plates,19,343
Not Giving R of W to Pedes.,15,343
Not Giving R of W to Veh.,23,234
One Way Street,12,272
Pavement Markings,155,1659
Safety Belt,692,16888
"School Bus, Passing Stopped",11,255
Speeding,136,2710
Spillback,18,528
Tinted Windows,991,11793
Truck Routes,20,551
U-Turn,55,746
Uninspected,36,527
Uninsured,331,8754
Unlicensed Operator,411,8681
Unregistered,89,1782
Unsafe Lane Change,21,542
Other Movers,119,3800
TOTAL Movers,5852,106175
