"Moving Violations",,
"23rd Precinct",,
"   March ",,
023sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",1,3
"Brake Lights (Defect.or Improper)",2,11
"Bus Lane, Driving in",0,4
"Cell Phone",175,444
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",116,272
"Disobey Traffic Control Device",121,384
"Equipment (Other)",15,25
"Fail to Keep Right",0,0
"Fail to Signal",9,28
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",1,13
"Improper Lights",0,0
"Improper Passing",3,3
"Improper Turn",129,290
"Improper/Missing Plates",2,4
"Lamps and Other Equipment on Bicycle",0,0
"Not Giving R of W to Pedes.",107,261
"Not Giving R of W to Veh.",2,5
"OBSTRUCTED PLATE",5,14
"One Way Street",6,11
"Pavement Markings",1,7
"Safety Belt",23,102
"School Bus, Passing Stopped",1,2
Speeding,78,163
Spillback,0,1
"Tinted Windows",34,75
"Truck Routes",2,6
U-Turn,0,1
Uninspected,0,3
Uninsured,1,1
"Unlicensed Operator",11,47
Unregistered,3,7
"Unsafe Lane Change",3,6
"Other Movers",29,77
"023TOTAL Movers ",880,2270
,,
"* All figures are preliminary and subject to change.",,
