"Moving Violations",,
"43rd Precinct",,
"   March ",,
043sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",4,15
"Brake Lights (Defect.or Improper)",45,128
"Bus Lane, Driving in",0,0
"Cell Phone",36,174
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",36,109
"Disobey Traffic Control Device",154,501
"Equipment (Other)",4,10
"Fail to Keep Right",0,0
"Fail to Signal",21,203
"Following Too Closely",0,1
"Headlights (Defect. or Improper)",27,138
"Improper Lights",0,0
"Improper Passing",2,17
"Improper Turn",89,288
"Improper/Missing Plates",12,51
"Lamps and Other Equipment on Bicycle",0,0
"Not Giving R of W to Pedes.",71,273
"Not Giving R of W to Veh.",3,21
"OBSTRUCTED PLATE",6,32
"One Way Street",0,11
"Pavement Markings",14,62
"Safety Belt",49,155
"School Bus, Passing Stopped",14,24
Speeding,99,215
Spillback,1,4
"Tinted Windows",98,303
"Truck Routes",0,0
U-Turn,2,8
Uninspected,3,10
Uninsured,34,124
"Unlicensed Operator",105,327
Unregistered,41,103
"Unsafe Lane Change",45,211
"Other Movers",32,152
"043TOTAL Movers ",1047,3670
,,
"* All figures are preliminary and subject to change.",,
