"Moving Violations",,
"32nd Precinct",,
"   March ",,
032sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",2,5
"Brake Lights (Defect.or Improper)",9,19
"Bus Lane, Driving in",1,1
"Cell Phone",42,131
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",90,192
"Disobey Traffic Control Device",242,824
"Equipment (Other)",0,1
"Fail to Keep Right",0,0
"Fail to Signal",8,21
"Following Too Closely",0,1
"Headlights (Defect. or Improper)",13,28
"Improper Lights",0,0
"Improper Passing",1,4
"Improper Turn",107,310
"Improper/Missing Plates",4,11
"Lamps and Other Equipment on Bicycle",0,0
"Not Giving R of W to Pedes.",60,198
"Not Giving R of W to Veh.",2,7
"OBSTRUCTED PLATE",6,22
"One Way Street",0,2
"Pavement Markings",139,363
"Safety Belt",14,43
"School Bus, Passing Stopped",2,6
Speeding,96,229
Spillback,1,2
"Tinted Windows",119,307
"Truck Routes",0,0
U-Turn,2,4
Uninspected,2,20
Uninsured,19,45
"Unlicensed Operator",47,143
Unregistered,14,40
"Unsafe Lane Change",4,6
"Other Movers",18,69
"032TOTAL Movers ",1064,3054
,,
"* All figures are preliminary and subject to change.",,
