"Moving Violations",,
"28th Precinct",,
"   March ",,
028sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",0,2
"Brake Lights (Defect.or Improper)",6,15
"Bus Lane, Driving in",0,1
"Cell Phone",70,222
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",125,260
"Disobey Traffic Control Device",249,710
"Equipment (Other)",21,46
"Fail to Keep Right",0,0
"Fail to Signal",9,18
"Following Too Closely",0,3
"Headlights (Defect. or Improper)",5,22
"Improper Lights",1,4
"Improper Passing",0,2
"Improper Turn",116,288
"Improper/Missing Plates",0,1
"Lamps and Other Equipment on Bicycle",0,0
"Not Giving R of W to Pedes.",38,202
"Not Giving R of W to Veh.",2,5
"OBSTRUCTED PLATE",2,7
"One Way Street",0,0
"Pavement Markings",0,1
"Safety Belt",101,280
"School Bus, Passing Stopped",2,3
Speeding,96,195
Spillback,0,1
"Tinted Windows",77,206
"Truck Routes",0,4
U-Turn,19,35
Uninspected,5,22
Uninsured,5,25
"Unlicensed Operator",19,78
Unregistered,8,22
"Unsafe Lane Change",0,2
"Other Movers",42,168
"028TOTAL Movers ",1018,2850
,,
"* All figures are preliminary and subject to change.",,
