"Moving Violations",,
"5th Precinct",,
"   March ",,
005sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",1,1
"Brake Lights (Defect.or Improper)",4,6
"Bus Lane, Driving in",0,0
"Cell Phone",31,101
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",67,174
"Disobey Traffic Control Device",141,556
"Equipment (Other)",0,0
"Fail to Keep Right",0,1
"Fail to Signal",46,97
"Following Too Closely",0,3
"Headlights (Defect. or Improper)",12,65
"Improper Lights",0,0
"Improper Passing",1,11
"Improper Turn",64,214
"Improper/Missing Plates",6,23
"Lamps and Other Equipment on Bicycle",0,0
"Not Giving R of W to Pedes.",51,102
"Not Giving R of W to Veh.",1,5
"OBSTRUCTED PLATE",0,0
"One Way Street",7,10
"Pavement Markings",15,68
"Safety Belt",29,98
"School Bus, Passing Stopped",0,0
Speeding,31,104
Spillback,31,61
"Tinted Windows",5,22
"Truck Routes",0,0
U-Turn,0,1
Uninspected,2,4
Uninsured,18,54
"Unlicensed Operator",16,52
Unregistered,4,16
"Unsafe Lane Change",5,9
"Other Movers",90,198
"005TOTAL Movers ",678,2056
,,
"* All figures are preliminary and subject to change.",,
