"Moving Violations",,
"94th Precinct",,
"   March ",,
094sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",0,2
"Brake Lights (Defect.or Improper)",3,19
"Bus Lane, Driving in",0,0
"Cell Phone",71,140
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",100,205
"Disobey Traffic Control Device",172,456
"Equipment (Other)",1,7
"Fail to Keep Right",0,3
"Fail to Signal",14,44
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",8,17
"Improper Lights",0,0
"Improper Passing",1,3
"Improper Turn",19,86
"Improper/Missing Plates",0,12
"Lamps and Other Equipment on Bicycle",2,2
"Not Giving R of W to Pedes.",12,34
"Not Giving R of W to Veh.",4,10
"OBSTRUCTED PLATE",9,16
"One Way Street",2,4
"Pavement Markings",0,9
"Safety Belt",82,192
"School Bus, Passing Stopped",0,1
Speeding,84,259
Spillback,0,0
"Tinted Windows",63,199
"Truck Routes",0,5
U-Turn,0,2
Uninspected,6,30
Uninsured,19,65
"Unlicensed Operator",38,101
Unregistered,13,33
"Unsafe Lane Change",0,0
"Other Movers",80,145
"094TOTAL Movers ",803,2101
,,
"* All figures are preliminary and subject to change.",,
