"Moving Violations",,
"25th Precinct",,
"   March ",,
025sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",4,11
"Brake Lights (Defect.or Improper)",5,12
"Bus Lane, Driving in",2,4
"Cell Phone",235,545
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",82,214
"Disobey Traffic Control Device",106,348
"Equipment (Other)",21,45
"Fail to Keep Right",0,0
"Fail to Signal",7,21
"Following Too Closely",1,2
"Headlights (Defect. or Improper)",1,5
"Improper Lights",0,0
"Improper Passing",0,0
"Improper Turn",198,723
"Improper/Missing Plates",2,4
"Lamps and Other Equipment on Bicycle",0,0
"Not Giving R of W to Pedes.",88,266
"Not Giving R of W to Veh.",2,3
"OBSTRUCTED PLATE",8,19
"One Way Street",1,3
"Pavement Markings",1,5
"Safety Belt",205,439
"School Bus, Passing Stopped",0,0
Speeding,43,131
Spillback,1,2
"Tinted Windows",103,175
"Truck Routes",0,2
U-Turn,2,15
Uninspected,0,1
Uninsured,5,16
"Unlicensed Operator",20,52
Unregistered,5,14
"Unsafe Lane Change",4,8
"Other Movers",56,135
"025TOTAL Movers ",1208,3220
,,
"* All figures are preliminary and subject to change.",,
