"Moving Violations",,
"6th Precinct",,
"   March ",,
006sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",0,1
"Brake Lights (Defect.or Improper)",3,11
"Bus Lane, Driving in",0,0
"Cell Phone",50,159
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",120,378
"Disobey Traffic Control Device",68,274
"Equipment (Other)",0,0
"Fail to Keep Right",0,1
"Fail to Signal",27,111
"Following Too Closely",0,2
"Headlights (Defect. or Improper)",8,25
"Improper Lights",0,1
"Improper Passing",2,15
"Improper Turn",88,272
"Improper/Missing Plates",8,27
"Lamps and Other Equipment on Bicycle",0,0
"Not Giving R of W to Pedes.",90,244
"Not Giving R of W to Veh.",0,3
"OBSTRUCTED PLATE",3,12
"One Way Street",11,32
"Pavement Markings",9,11
"Safety Belt",16,82
"School Bus, Passing Stopped",0,1
Speeding,26,89
Spillback,0,0
"Tinted Windows",21,55
"Truck Routes",0,0
U-Turn,2,4
Uninspected,0,2
Uninsured,4,14
"Unlicensed Operator",10,38
Unregistered,3,5
"Unsafe Lane Change",22,44
"Other Movers",35,132
"006TOTAL Movers ",626,2045
,,
"* All figures are preliminary and subject to change.",,
