"Moving Violations",,
"69th Precinct",,
"   April ",,
069sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",1,5
"Brake Lights (Defect.or Improper)",3,30
"Bus Lane, Driving in",0,0
"Cell Phone",67,312
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",19,87
"Disobey Traffic Control Device",149,493
"Equipment (Other)",2,5
"Fail to Keep Right",0,0
"Fail to Signal",0,1
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",13,95
"Improper Lights",2,3
"Improper Passing",28,93
"Improper Turn",80,330
"Improper/Missing Plates",7,28
"Not Giving R of W to Pedes.",22,114
"Not Giving R of W to Veh.",0,3
"One Way Street",0,0
"Pavement Markings",0,0
"Safety Belt",79,319
"School Bus, Passing Stopped",4,20
Speeding,24,164
Spillback,0,0
"Tinted Windows",91,557
"Truck Routes",2,13
U-Turn,0,0
Uninspected,3,9
Uninsured,35,144
"Unlicensed Operator",30,156
Unregistered,10,42
"Unsafe Lane Change",0,0
"Other Movers",57,202
"069TOTAL Movers ",728,3225
,,
"* All figures are preliminary and subject to change.",,
