"Moving Violations",,
"44th Precinct",,
"   April ",,
044sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",3,14
"Brake Lights (Defect.or Improper)",29,155
"Bus Lane, Driving in",0,0
"Cell Phone",64,193
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",40,158
"Disobey Traffic Control Device",308,936
"Equipment (Other)",1,3
"Fail to Keep Right",0,3
"Fail to Signal",15,37
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",28,185
"Improper Lights",0,0
"Improper Passing",2,3
"Improper Turn",17,73
"Improper/Missing Plates",18,79
"Not Giving R of W to Pedes.",22,69
"Not Giving R of W to Veh.",6,17
"One Way Street",1,2
"Pavement Markings",5,8
"Safety Belt",99,213
"School Bus, Passing Stopped",14,87
Speeding,88,356
Spillback,7,8
"Tinted Windows",75,486
"Truck Routes",0,1
U-Turn,5,18
Uninspected,12,54
Uninsured,37,119
"Unlicensed Operator",87,281
Unregistered,34,122
"Unsafe Lane Change",2,8
"Other Movers",40,124
"044TOTAL Movers ",1059,3812
,,
"* All figures are preliminary and subject to change.",,
