Transportation Bureau,,
Backing Unsafely,6,36
Brake Lights (Defect.or Improper),89,368
"Bus Lane, Driving in",114,982
Cell Phone,628,2522
Commercial Veh on Pkwy,120,494
Defective Brakes,0,11
Disobey Steady Red Signal,367,2013
Disobey Traffic Control Device,2480,10831
Equipment (Other),938,3487
Fail to Keep Right,0,38
Fail to Signal,231,1013
Following Too Closely,47,205
Headlights (Defect. or Improper),25,92
Improper Lights,8,32
Improper Passing,69,320
Improper Turn,472,2019
Improper/Missing Plates,111,382
Not Giving R of W to Pedes.,225,946
Not Giving R of W to Veh.,15,67
One Way Street,14,123
Pavement Markings,315,1164
Safety Belt,533,1778
"School Bus, Passing Stopped",329,344
Speeding,7985,31617
Spillback,8,75
Tinted Windows,615,3423
Truck Routes,47,308
U-Turn,2,14
Uninspected,120,353
Uninsured,132,605
Unlicensed Operator,476,1949
Unregistered,141,560
Unsafe Lane Change,91,414
Other Movers,2386,10126
TOTAL Movers,19139,78711
