1st Precinct,,
 January ,,
"","",""
Backing Unsafely,1,1
Bike Lane,0,0
Bus Lane,4,4
Cell Phone,51,51
Commercial Veh on Pkwy,0,0
Cruising For Passengers,0,0
Disobey Traffic Control Device,193,193
Driving Too Slow,0,0
Equipment,5,5
Equipment (Other),0,0
Excessive Noise,0,0
Fail to Keep Right,0,0
Fail to yield Right of Way to Pedestrian,47,47
Failure to Signal,16,16
Following Too Closely,0,0
Improper Passing,0,0
Improper Taxi Pickup,0,0
Improper Turn,105,105
Improper/Missing Plates,0,0
Lamps and Other Equipment on Bicycle,0,0
Motorcycle (Other),0,0
Not Giving R of W to Veh.,6,6
Obstructed Plate,3,3
One Way Street,21,21
Overheight,0,0
Overlength,0,0
Overweight,0,0
Overwidth,0,0
Pavement Markings,0,0
Red Light,68,68
School Bus,0,0
Scooter In NYC,0,0
Seat Belt,41,41
Speeding,12,12
Spillback,0,0
TBTA Rule,0,0
Tints,28,28
TLC (Other),0,0
Truck Route,4,4
Uninspected,0,0
Uninsured,4,4
Unlicensed Operator,7,7
Unregistered,0,0
Unsafe Lane Change,5,5
Other Movers,146,146
001TOTAL Movers ,767,767
