"Moving Violations",,
"9th Precinct",,
September,,
009sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",0,4
"Brake Lights (Defect.or Improper)",0,131
"Bus Lane, Driving in",0,7
"Cell Phone",74,488
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",104,847
"Disobey Traffic Control Device",103,898
"Equipment (Other)",8,36
"Fail to Keep Right",0,0
"Fail to Signal",28,98
"Following Too Closely",0,2
"Headlights (Defect. or Improper)",0,75
"Improper Lights",0,0
"Improper Passing",0,6
"Improper Turn",81,1020
"Improper/Missing Plates",7,63
"Not Giving R of W to Pedes.",50,302
"Not Giving R of W to Veh.",0,5
"OBSTRUCTED PLATE",1,9
"One Way Street",2,10
"Pavement Markings",27,377
"Safety Belt",98,796
"School Bus, Passing Stopped",0,5
Speeding,1,29
Spillback,0,3
"Tinted Windows",8,113
"Truck Routes",0,0
U-Turn,1,14
Uninspected,2,5
Uninsured,5,150
"Unlicensed Operator",30,222
Unregistered,4,57
"Unsafe Lane Change",7,192
"Other Movers",62,511
"009TOTAL Movers ",703,6475
,,
"* All figures are preliminary and subject to change.",,
