"Moving Violations",,
"Staten Island",,
September,,
pbsisum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",4,49
"Brake Lights (Defect.or Improper)",43,571
"Bus Lane, Driving in",2,17
"Cell Phone",259,2550
"Commercial Veh on Pkwy",0,42
"Defective Brakes",1,10
"Disobey Steady Red Signal",261,1925
"Disobey Traffic Control Device",960,8303
"Equipment (Other)",36,287
"Fail to Keep Right",7,39
"Fail to Signal",366,3617
"Following Too Closely",11,152
"Headlights (Defect. or Improper)",79,588
"Improper Lights",2,22
"Improper Passing",21,166
"Improper Turn",42,392
"Improper/Missing Plates",48,461
"Not Giving R of W to Pedes.",103,855
"Not Giving R of W to Veh.",28,340
"OBSTRUCTED PLATE",12,100
"One Way Street",7,96
"Pavement Markings",94,870
"Safety Belt",437,4430
"School Bus, Passing Stopped",17,161
Speeding,618,4867
Spillback,6,15
"Tinted Windows",260,2879
"Truck Routes",0,23
U-Turn,25,243
Uninspected,19,254
Uninsured,195,1933
"Unlicensed Operator",420,3958
Unregistered,46,605
"Unsafe Lane Change",27,213
"Other Movers",429,3222
"PBSITOTAL Movers ",4885,44255
,,
"* All figures are preliminary and subject to change.",,
