"Moving Violations",,
"19th Precinct",,
"  August ",,
019sum,,
"Offense Description","MTD   2014","YTD   2014"
"Backing Unsafely",3,4
"Brake Lights (Defect.or Improper)",61,727
"Bus Lane, Driving in",4,42
"Cell Phone",114,1028
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,10
"Disobey Sign",292,3026
"Equipment (Other)",17,21
"Fail to Keep Right",0,1
"Fail to Signal",45,275
"Fail to Stop on Signal",178,774
"Following Too Closely",1,1
"Headlights (Defect. or Improper)",19,316
"Improper Lights",0,0
"Improper Passing",4,9
"Improper Turn",271,3204
"Improper/Missing Plates",5,23
"Not Giving R of W to Pedes.",92,533
"Not Giving R of W to Veh.",0,3
"One Way Street",32,165
"Pavement Markings",106,643
"Safety Belt",11,221
"School Bus, Passing Stopped",1,21
Speeding,6,60
Spillback,1,12
"Tinted Windows",11,244
"Truck Routes",9,61
U-Turn,0,8
Uninspected,1,67
Uninsured,48,695
"Unlicensed Operator",24,333
Unregistered,31,302
"Unsafe Lane Change",2,172
"Other Movers",75,596
"019    TOTAL Movers ",1464,13597
"* All figures are preliminary and subject to change.",,
