"Moving Violations",,
"6th Precinct",,
"  August ",,
006sum,,
"Offense Description","MTD   2014","YTD   2014"
"Backing Unsafely",2,15
"Brake Lights (Defect.or Improper)",9,86
"Bus Lane, Driving in",0,0
"Cell Phone",167,1032
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,3
"Disobey Sign",132,910
"Equipment (Other)",0,1
"Fail to Keep Right",0,0
"Fail to Signal",5,42
"Fail to Stop on Signal",111,751
"Following Too Closely",0,3
"Headlights (Defect. or Improper)",7,163
"Improper Lights",0,0
"Improper Passing",1,37
"Improper Turn",119,816
"Improper/Missing Plates",1,2
"Not Giving R of W to Pedes.",81,519
"Not Giving R of W to Veh.",0,5
"One Way Street",16,125
"Pavement Markings",105,638
"Safety Belt",106,790
"School Bus, Passing Stopped",1,25
Speeding,5,52
Spillback,2,8
"Tinted Windows",3,89
"Truck Routes",0,4
U-Turn,2,20
Uninspected,0,2
Uninsured,27,225
"Unlicensed Operator",34,151
Unregistered,0,20
"Unsafe Lane Change",11,51
"Other Movers",61,387
"006    TOTAL Movers ",1008,6972
"* All figures are preliminary and subject to change.",,
