"Moving Violations",,
"33rd Precinct",,
"     May ",,
033sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",1,17
"Brake Lights (Defect.or Improper)",29,81
"Bus Lane, Driving in",0,0
"Cell Phone",86,384
"Commercial Veh on Pkwy",0,1
"Defective Brakes",0,0
"Disobey Steady Red Signal",40,294
"Disobey Traffic Control Device",72,573
"Equipment (Other)",1,21
"Fail to Keep Right",1,6
"Fail to Signal",16,131
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",15,66
"Improper Lights",0,7
"Improper Passing",3,17
"Improper Turn",94,539
"Improper/Missing Plates",9,49
"Lamps and Other Equipment on Bicycle",0,0
"Not Giving R of W to Pedes.",45,285
"Not Giving R of W to Veh.",0,15
"OBSTRUCTED PLATE",9,64
"One Way Street",1,10
"Pavement Markings",8,46
"Safety Belt",122,272
"School Bus, Passing Stopped",1,16
Speeding,22,320
Spillback,0,0
"Tinted Windows",25,310
"Truck Routes",0,3
U-Turn,15,109
Uninspected,2,17
Uninsured,9,71
"Unlicensed Operator",31,141
Unregistered,11,54
"Unsafe Lane Change",2,13
"Other Movers",77,381
"033TOTAL Movers ",747,4313
,,
"* All figures are preliminary and subject to change.",,
