"Moving Violations",,
"32nd Precinct",,
"     May ",,
032sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",2,8
"Brake Lights (Defect.or Improper)",1,25
"Bus Lane, Driving in",0,1
"Cell Phone",87,247
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",57,304
"Disobey Traffic Control Device",152,1334
"Equipment (Other)",3,8
"Fail to Keep Right",0,0
"Fail to Signal",20,52
"Following Too Closely",0,1
"Headlights (Defect. or Improper)",0,30
"Improper Lights",0,0
"Improper Passing",0,5
"Improper Turn",66,591
"Improper/Missing Plates",2,17
"Lamps and Other Equipment on Bicycle",0,0
"Not Giving R of W to Pedes.",67,339
"Not Giving R of W to Veh.",0,14
"OBSTRUCTED PLATE",2,31
"One Way Street",0,3
"Pavement Markings",123,634
"Safety Belt",61,116
"School Bus, Passing Stopped",7,19
Speeding,47,357
Spillback,0,2
"Tinted Windows",52,475
"Truck Routes",0,0
U-Turn,2,8
Uninspected,5,31
Uninsured,16,73
"Unlicensed Operator",48,255
Unregistered,12,64
"Unsafe Lane Change",2,11
"Other Movers",26,120
"032TOTAL Movers ",860,5175
,,
"* All figures are preliminary and subject to change.",,
