Patrol Bureau,,
     May ,,
patrolsum,,
"","",""
Backing Unsafely,105,527
Brake Lights (Defect.or Improper),623,3540
"Bus Lane, Driving in",29,169
Cell Phone,7164,30220
Commercial Veh on Pkwy,26,93
Defective Brakes,2,39
Disobey Steady Red Signal,5749,27822
Disobey Traffic Control Device,14705,76455
Equipment (Other),474,2342
Fail to Keep Right,29,102
Fail to Signal,1788,8382
Following Too Closely,45,167
Headlights (Defect. or Improper),559,3476
Improper Lights,106,632
Improper Passing,333,1284
Improper Turn,7816,37602
Improper/Missing Plates,390,1895
Lamps and Other Equipment on Bicycle,44,158
Not Giving R of W to Pedes.,4624,23077
Not Giving R of W to Veh.,248,1192
OBSTRUCTED PLATE,508,2277
One Way Street,319,1299
Pavement Markings,999,4627
Safety Belt,9135,29893
"School Bus, Passing Stopped",250,1404
Speeding,4192,27803
Spillback,188,1137
Tinted Windows,4922,29483
Truck Routes,175,818
U-Turn,252,1408
Uninspected,233,1382
Uninsured,1775,9435
Unlicensed Operator,4545,21741
Unregistered,964,4243
Unsafe Lane Change,394,1963
Other Movers,6441,27034
PATROLTOTAL Movers ,80151,385121
