"Moving Violations",,
"25th Precinct",,
"     May ",,
025sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",6,20
"Brake Lights (Defect.or Improper)",3,21
"Bus Lane, Driving in",1,5
"Cell Phone",225,909
"Commercial Veh on Pkwy",1,1
"Defective Brakes",0,0
"Disobey Steady Red Signal",70,365
"Disobey Traffic Control Device",128,599
"Equipment (Other)",17,120
"Fail to Keep Right",0,0
"Fail to Signal",6,31
"Following Too Closely",0,2
"Headlights (Defect. or Improper)",5,11
"Improper Lights",0,0
"Improper Passing",0,0
"Improper Turn",271,1261
"Improper/Missing Plates",6,20
"Lamps and Other Equipment on Bicycle",0,0
"Not Giving R of W to Pedes.",118,497
"Not Giving R of W to Veh.",0,3
"OBSTRUCTED PLATE",14,43
"One Way Street",3,9
"Pavement Markings",4,10
"Safety Belt",160,697
"School Bus, Passing Stopped",2,34
Speeding,34,227
Spillback,2,5
"Tinted Windows",34,328
"Truck Routes",0,3
U-Turn,3,20
Uninspected,6,19
Uninsured,7,38
"Unlicensed Operator",23,109
Unregistered,16,44
"Unsafe Lane Change",15,27
"Other Movers",62,231
"025TOTAL Movers ",1242,5709
,,
"* All figures are preliminary and subject to change.",,
