"Moving Violations",,
"42nd Precinct",,
"     May ",,
042sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",2,18
"Brake Lights (Defect.or Improper)",25,101
"Bus Lane, Driving in",0,5
"Cell Phone",96,340
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",157,614
"Disobey Traffic Control Device",182,916
"Equipment (Other)",0,0
"Fail to Keep Right",0,0
"Fail to Signal",0,6
"Following Too Closely",1,2
"Headlights (Defect. or Improper)",11,89
"Improper Lights",0,6
"Improper Passing",0,8
"Improper Turn",197,977
"Improper/Missing Plates",0,6
"Lamps and Other Equipment on Bicycle",0,0
"Not Giving R of W to Pedes.",52,306
"Not Giving R of W to Veh.",6,20
"OBSTRUCTED PLATE",8,31
"One Way Street",0,0
"Pavement Markings",3,9
"Safety Belt",22,103
"School Bus, Passing Stopped",19,90
Speeding,34,321
Spillback,1,7
"Tinted Windows",90,664
"Truck Routes",1,1
U-Turn,0,8
Uninspected,6,28
Uninsured,17,110
"Unlicensed Operator",51,264
Unregistered,12,74
"Unsafe Lane Change",3,7
"Other Movers",26,119
"042TOTAL Movers ",1022,5250
,,
"* All figures are preliminary and subject to change.",,
