"Moving Violations",,
"9th Precinct",,
"October  ",,
009sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",2,10
"Brake Lights (Defect.or Improper)",0,7
"Bus Lane, Driving in",1,2
"Cell Phone",59,537
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",190,1128
"Disobey Traffic Control Device",72,786
"Equipment (Other)",3,22
"Fail to Keep Right",1,1
"Fail to Signal",47,238
"Following Too Closely",0,1
"Headlights (Defect. or Improper)",0,7
"Improper Lights",0,0
"Improper Passing",2,6
"Improper Turn",171,1121
"Improper/Missing Plates",26,112
"Lamps and Other Equipment on Bicycle",0,3
"Not Giving R of W to Pedes.",104,434
"Not Giving R of W to Veh.",0,24
"OBSTRUCTED PLATE",13,55
"One Way Street",1,8
"Pavement Markings",8,101
"Safety Belt",118,832
"School Bus, Passing Stopped",0,3
Speeding,15,88
Spillback,0,8
"Tinted Windows",40,313
"Truck Routes",0,0
U-Turn,2,15
Uninspected,8,16
Uninsured,16,70
"Unlicensed Operator",33,175
Unregistered,22,63
"Unsafe Lane Change",10,83
"Other Movers",69,462
"009TOTAL Movers ",1033,6731
,,
"* All figures are preliminary and subject to change.",,
