"Moving Violations",,
"44th Precinct",,
"October  ",,
044sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",2,29
"Brake Lights (Defect.or Improper)",25,198
"Bus Lane, Driving in",0,9
"Cell Phone",68,624
"Commercial Veh on Pkwy",1,2
"Defective Brakes",1,6
"Disobey Steady Red Signal",34,479
"Disobey Traffic Control Device",351,2574
"Equipment (Other)",5,48
"Fail to Keep Right",1,11
"Fail to Signal",22,148
"Following Too Closely",0,3
"Headlights (Defect. or Improper)",26,210
"Improper Lights",0,0
"Improper Passing",2,10
"Improper Turn",13,198
"Improper/Missing Plates",3,36
"Lamps and Other Equipment on Bicycle",0,0
"Not Giving R of W to Pedes.",6,196
"Not Giving R of W to Veh.",2,23
"OBSTRUCTED PLATE",17,210
"One Way Street",3,24
"Pavement Markings",7,13
"Safety Belt",72,756
"School Bus, Passing Stopped",14,79
Speeding,40,662
Spillback,3,18
"Tinted Windows",76,995
"Truck Routes",0,0
U-Turn,6,10
Uninspected,4,82
Uninsured,30,366
"Unlicensed Operator",76,806
Unregistered,33,299
"Unsafe Lane Change",3,16
"Other Movers",59,414
"044TOTAL Movers ",1005,9554
,,
"* All figures are preliminary and subject to change.",,
