"Moving Violations",,
"23rd Precinct",,
"October  ",,
023sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",1,11
"Brake Lights (Defect.or Improper)",1,37
"Bus Lane, Driving in",2,14
"Cell Phone",109,1135
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",94,976
"Disobey Traffic Control Device",178,1354
"Equipment (Other)",39,257
"Fail to Keep Right",0,1
"Fail to Signal",3,48
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",3,36
"Improper Lights",0,2
"Improper Passing",3,22
"Improper Turn",98,963
"Improper/Missing Plates",1,13
"Lamps and Other Equipment on Bicycle",0,7
"Not Giving R of W to Pedes.",37,697
"Not Giving R of W to Veh.",0,7
"OBSTRUCTED PLATE",3,38
"One Way Street",5,76
"Pavement Markings",2,13
"Safety Belt",63,466
"School Bus, Passing Stopped",1,17
Speeding,26,398
Spillback,0,1
"Tinted Windows",18,169
"Truck Routes",8,39
U-Turn,0,2
Uninspected,0,9
Uninsured,0,10
"Unlicensed Operator",18,132
Unregistered,2,20
"Unsafe Lane Change",1,12
"Other Movers",20,337
"023TOTAL Movers ",736,7319
,,
"* All figures are preliminary and subject to change.",,
