Transportation Bureau,,
Backing Unsafely,16,70
Bike Lane,9,17
Bus Lane,764,4343
Cell Phone,495,2183
Commercial Veh on Pkwy,186,1187
Cruising For Passengers,0,0
Disobey Traffic Control Device,3107,17274
Driving Too Slow,3,7
Equipment,1070,6076
Equipment (Other),2,7
Excessive Noise,0,1
Fail to Keep Right,0,1
Fail to yield Right of Way to Pedestrian,544,912
Failure to Signal,337,1882
Following Too Closely,68,311
Improper Passing,53,205
Improper Taxi Pickup,295,1590
Improper Turn,1290,5279
Improper/Missing Plates,38,118
Lamps and Other Equipment on Bicycle,0,5
Motorcycle (Other),133,305
Not Giving R of W to Veh.,26,141
Obstructed Plate,176,795
One Way Street,144,637
Overheight,1,14
Overlength,1,52
Overweight,16,289
Overwidth,0,26
Pavement Markings,12,37
Red Light,248,1110
School Bus,5,430
Scooter In NYC,0,0
Seat Belt,1967,7070
Speeding,7588,37633
Spillback,516,3165
TBTA Rule,0,0
Tints,1974,13150
TLC (Other),0,1
Truck Route,20,276
Uninspected,125,601
Uninsured,227,985
Unlicensed Operator,722,3408
Unregistered,241,1043
Unsafe Lane Change,238,1007
Other Movers,1883,9079
TOTAL Movers,24540,122722
