"Moving Violations",,
"43rd Precinct",,
"November ",,
043sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",1,47
"Brake Lights (Defect.or Improper)",25,316
"Bus Lane, Driving in",0,0
"Cell Phone",35,640
"Commercial Veh on Pkwy",0,1
"Defective Brakes",0,0
"Disobey Steady Red Signal",34,430
"Disobey Traffic Control Device",275,1881
"Equipment (Other)",5,51
"Fail to Keep Right",0,0
"Fail to Signal",29,401
"Following Too Closely",1,6
"Headlights (Defect. or Improper)",14,272
"Improper Lights",0,1
"Improper Passing",3,43
"Improper Turn",70,925
"Improper/Missing Plates",4,119
"Lamps and Other Equipment on Bicycle",0,0
"Not Giving R of W to Pedes.",93,759
"Not Giving R of W to Veh.",4,45
"OBSTRUCTED PLATE",4,72
"One Way Street",5,37
"Pavement Markings",25,217
"Safety Belt",59,868
"School Bus, Passing Stopped",4,71
Speeding,104,733
Spillback,0,5
"Tinted Windows",94,984
"Truck Routes",0,0
U-Turn,3,27
Uninspected,2,43
Uninsured,34,392
"Unlicensed Operator",86,1000
Unregistered,26,358
"Unsafe Lane Change",33,489
"Other Movers",58,712
"043TOTAL Movers ",1130,11945
,,
"* All figures are preliminary and subject to change.",,
