"Moving Violations",,
"73rd Precinct",,
"November ",,
073sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",0,15
"Brake Lights (Defect.or Improper)",0,58
"Bus Lane, Driving in",0,0
"Cell Phone",26,614
"Commercial Veh on Pkwy",0,19
"Defective Brakes",0,0
"Disobey Steady Red Signal",105,1335
"Disobey Traffic Control Device",287,3065
"Equipment (Other)",3,103
"Fail to Keep Right",0,1
"Fail to Signal",29,349
"Following Too Closely",0,2
"Headlights (Defect. or Improper)",2,129
"Improper Lights",0,8
"Improper Passing",2,24
"Improper Turn",105,1273
"Improper/Missing Plates",2,89
"Lamps and Other Equipment on Bicycle",2,3
"Not Giving R of W to Pedes.",34,503
"Not Giving R of W to Veh.",3,37
"OBSTRUCTED PLATE",2,20
"One Way Street",1,1
"Pavement Markings",2,3
"Safety Belt",65,796
"School Bus, Passing Stopped",0,23
Speeding,28,432
Spillback,0,5
"Tinted Windows",87,1579
"Truck Routes",1,2
U-Turn,0,10
Uninspected,2,48
Uninsured,14,353
"Unlicensed Operator",60,791
Unregistered,15,192
"Unsafe Lane Change",0,8
"Other Movers",167,1677
"073TOTAL Movers ",1044,13567
,,
"* All figures are preliminary and subject to change.",,
