"Moving Violations",,
"49th Precinct",,
"November ",,
049sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",0,5
"Brake Lights (Defect.or Improper)",4,17
"Bus Lane, Driving in",0,0
"Cell Phone",58,918
"Commercial Veh on Pkwy",0,15
"Defective Brakes",0,2
"Disobey Steady Red Signal",40,263
"Disobey Traffic Control Device",122,1651
"Equipment (Other)",0,19
"Fail to Keep Right",0,3
"Fail to Signal",34,296
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",1,8
"Improper Lights",0,2
"Improper Passing",0,11
"Improper Turn",86,559
"Improper/Missing Plates",2,12
"Lamps and Other Equipment on Bicycle",0,2
"Not Giving R of W to Pedes.",38,399
"Not Giving R of W to Veh.",2,10
"OBSTRUCTED PLATE",4,35
"One Way Street",1,11
"Pavement Markings",17,67
"Safety Belt",81,1219
"School Bus, Passing Stopped",5,72
Speeding,59,848
Spillback,0,3
"Tinted Windows",72,919
"Truck Routes",0,0
U-Turn,6,43
Uninspected,1,14
Uninsured,9,191
"Unlicensed Operator",58,661
Unregistered,7,124
"Unsafe Lane Change",3,33
"Other Movers",43,352
"049TOTAL Movers ",753,8784
,,
"* All figures are preliminary and subject to change.",,
