"Moving Violations",,
"52nd Precinct",,
"November ",,
052sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",4,17
"Brake Lights (Defect.or Improper)",40,718
"Bus Lane, Driving in",4,47
"Cell Phone",71,565
"Commercial Veh on Pkwy",0,0
"Defective Brakes",1,2
"Disobey Steady Red Signal",83,459
"Disobey Traffic Control Device",89,1361
"Equipment (Other)",4,84
"Fail to Keep Right",1,14
"Fail to Signal",22,251
"Following Too Closely",0,1
"Headlights (Defect. or Improper)",37,344
"Improper Lights",8,39
"Improper Passing",5,48
"Improper Turn",147,1545
"Improper/Missing Plates",2,21
"Lamps and Other Equipment on Bicycle",0,0
"Not Giving R of W to Pedes.",91,494
"Not Giving R of W to Veh.",3,32
"OBSTRUCTED PLATE",22,238
"One Way Street",12,29
"Pavement Markings",115,622
"Safety Belt",153,657
"School Bus, Passing Stopped",1,8
Speeding,158,1349
Spillback,1,1
"Tinted Windows",149,1572
"Truck Routes",0,5
U-Turn,7,31
Uninspected,1,42
Uninsured,32,504
"Unlicensed Operator",92,711
Unregistered,28,253
"Unsafe Lane Change",3,36
"Other Movers",40,590
"052TOTAL Movers ",1426,12690
,,
"* All figures are preliminary and subject to change.",,
