"Moving Violations",,
"69th Precinct",,
"November ",,
069sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",1,7
"Brake Lights (Defect.or Improper)",8,66
"Bus Lane, Driving in",0,0
"Cell Phone",70,903
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",36,299
"Disobey Traffic Control Device",162,1436
"Equipment (Other)",1,40
"Fail to Keep Right",0,0
"Fail to Signal",0,48
"Following Too Closely",0,1
"Headlights (Defect. or Improper)",16,64
"Improper Lights",0,2
"Improper Passing",20,150
"Improper Turn",37,766
"Improper/Missing Plates",0,1
"Lamps and Other Equipment on Bicycle",0,0
"Not Giving R of W to Pedes.",22,322
"Not Giving R of W to Veh.",0,7
"OBSTRUCTED PLATE",9,118
"One Way Street",0,9
"Pavement Markings",17,59
"Safety Belt",84,1265
"School Bus, Passing Stopped",2,21
Speeding,79,585
Spillback,0,1
"Tinted Windows",105,1127
"Truck Routes",1,24
U-Turn,0,5
Uninspected,4,57
Uninsured,12,225
"Unlicensed Operator",39,478
Unregistered,8,148
"Unsafe Lane Change",0,2
"Other Movers",87,936
"069TOTAL Movers ",820,9172
,,
"* All figures are preliminary and subject to change.",,
