"Moving Violations",,
"42nd Precinct",,
"November ",,
042sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",1,23
"Brake Lights (Defect.or Improper)",5,193
"Bus Lane, Driving in",0,13
"Cell Phone",42,670
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",61,1033
"Disobey Traffic Control Device",213,2046
"Equipment (Other)",0,1
"Fail to Keep Right",0,5
"Fail to Signal",31,149
"Following Too Closely",0,4
"Headlights (Defect. or Improper)",15,167
"Improper Lights",8,17
"Improper Passing",0,10
"Improper Turn",97,1610
"Improper/Missing Plates",4,20
"Lamps and Other Equipment on Bicycle",0,1
"Not Giving R of W to Pedes.",20,438
"Not Giving R of W to Veh.",1,25
"OBSTRUCTED PLATE",0,45
"One Way Street",2,5
"Pavement Markings",2,26
"Safety Belt",26,206
"School Bus, Passing Stopped",8,126
Speeding,62,575
Spillback,1,12
"Tinted Windows",92,1164
"Truck Routes",0,2
U-Turn,3,27
Uninspected,0,38
Uninsured,4,172
"Unlicensed Operator",24,450
Unregistered,4,115
"Unsafe Lane Change",0,12
"Other Movers",29,291
"042TOTAL Movers ",755,9691
,,
"* All figures are preliminary and subject to change.",,
