"Moving Violations",,
"9th Precinct",,
"November ",,
009sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",1,11
"Brake Lights (Defect.or Improper)",1,8
"Bus Lane, Driving in",1,3
"Cell Phone",97,634
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",171,1299
"Disobey Traffic Control Device",50,836
"Equipment (Other)",3,25
"Fail to Keep Right",0,1
"Fail to Signal",17,255
"Following Too Closely",0,1
"Headlights (Defect. or Improper)",2,9
"Improper Lights",0,0
"Improper Passing",1,7
"Improper Turn",111,1232
"Improper/Missing Plates",21,133
"Lamps and Other Equipment on Bicycle",0,3
"Not Giving R of W to Pedes.",103,537
"Not Giving R of W to Veh.",2,26
"OBSTRUCTED PLATE",3,58
"One Way Street",0,8
"Pavement Markings",55,156
"Safety Belt",121,953
"School Bus, Passing Stopped",0,3
Speeding,38,126
Spillback,0,8
"Tinted Windows",55,368
"Truck Routes",0,0
U-Turn,1,16
Uninspected,8,24
Uninsured,12,82
"Unlicensed Operator",26,201
Unregistered,16,79
"Unsafe Lane Change",12,95
"Other Movers",104,566
"009TOTAL Movers ",1032,7763
,,
"* All figures are preliminary and subject to change.",,
