"Moving Violations",,
"20th Precinct",,
"     May ",,
020sum,,
"Offense Description","MTD   2015","YTD   2015"
"Backing Unsafely",0,4
"Brake Lights (Defect.or Improper)",3,27
"Bus Lane, Driving in",0,0
"Cell Phone",202,768
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",103,382
"Disobey Traffic Control Device",155,1004
"Equipment (Other)",19,41
"Fail to Keep Right",0,0
"Fail to Signal",13,66
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",3,15
"Improper Lights",0,0
"Improper Passing",1,1
"Improper Turn",79,380
"Improper/Missing Plates",2,2
"Not Giving R of W to Pedes.",29,133
"Not Giving R of W to Veh.",0,5
"One Way Street",13,51
"Pavement Markings",0,6
"Safety Belt",95,332
"School Bus, Passing Stopped",1,27
Speeding,74,164
Spillback,0,2
"Tinted Windows",10,112
"Truck Routes",29,115
U-Turn,0,8
Uninspected,1,1
Uninsured,16,64
"Unlicensed Operator",28,110
Unregistered,6,12
"Unsafe Lane Change",4,12
"Other Movers",84,238
"020    TOTAL Movers ",970,4082
"* All figures are preliminary and subject to change.",,
