"Moving Violations",,
"10th Precinct",,
"     May ",,
010sum,,
"Offense Description","MTD   2015","YTD   2015"
"Backing Unsafely",2,11
"Brake Lights (Defect.or Improper)",34,169
"Bus Lane, Driving in",0,0
"Cell Phone",242,691
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",58,216
"Disobey Traffic Control Device",68,353
"Equipment (Other)",0,0
"Fail to Keep Right",1,3
"Fail to Signal",17,68
"Following Too Closely",0,1
"Headlights (Defect. or Improper)",19,100
"Improper Lights",10,70
"Improper Passing",4,8
"Improper Turn",114,554
"Improper/Missing Plates",0,2
"Not Giving R of W to Pedes.",24,170
"Not Giving R of W to Veh.",3,6
"One Way Street",4,18
"Pavement Markings",12,43
"Safety Belt",191,526
"School Bus, Passing Stopped",0,4
Speeding,11,42
Spillback,5,13
"Tinted Windows",49,112
"Truck Routes",11,21
U-Turn,0,2
Uninspected,2,7
Uninsured,18,83
"Unlicensed Operator",31,154
Unregistered,10,44
"Unsafe Lane Change",6,16
"Other Movers",84,285
"010    TOTAL Movers ",1030,3792
"* All figures are preliminary and subject to change.",,
