"Moving Violations",,
"19th Precinct",,
"     May ",,
019sum,,
"Offense Description","MTD   2015","YTD   2015"
"Backing Unsafely",0,9
"Brake Lights (Defect.or Improper)",18,117
"Bus Lane, Driving in",6,40
"Cell Phone",241,578
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,2
"Disobey Steady Red Signal",62,314
"Disobey Traffic Control Device",365,1581
"Equipment (Other)",0,8
"Fail to Keep Right",0,1
"Fail to Signal",35,226
"Following Too Closely",0,1
"Headlights (Defect. or Improper)",2,54
"Improper Lights",0,0
"Improper Passing",0,18
"Improper Turn",433,2074
"Improper/Missing Plates",2,5
"Not Giving R of W to Pedes.",85,491
"Not Giving R of W to Veh.",0,4
"One Way Street",4,36
"Pavement Markings",18,71
"Safety Belt",104,188
"School Bus, Passing Stopped",1,34
Speeding,12,36
Spillback,1,12
"Tinted Windows",7,62
"Truck Routes",7,26
U-Turn,0,2
Uninspected,2,18
Uninsured,25,227
"Unlicensed Operator",44,236
Unregistered,12,92
"Unsafe Lane Change",20,116
"Other Movers",15,123
"019    TOTAL Movers ",1521,6802
"* All figures are preliminary and subject to change.",,
