"Moving Violations",,
"6th Precinct",,
"     May ",,
006sum,,
"Offense Description","MTD   2015","YTD   2015"
"Backing Unsafely",2,13
"Brake Lights (Defect.or Improper)",4,16
"Bus Lane, Driving in",0,0
"Cell Phone",182,483
"Commercial Veh on Pkwy",0,2
"Defective Brakes",0,0
"Disobey Steady Red Signal",77,484
"Disobey Traffic Control Device",101,537
"Equipment (Other)",0,0
"Fail to Keep Right",0,2
"Fail to Signal",13,231
"Following Too Closely",1,1
"Headlights (Defect. or Improper)",5,23
"Improper Lights",0,0
"Improper Passing",27,84
"Improper Turn",72,395
"Improper/Missing Plates",0,2
"Not Giving R of W to Pedes.",47,309
"Not Giving R of W to Veh.",4,16
"One Way Street",13,42
"Pavement Markings",3,8
"Safety Belt",107,348
"School Bus, Passing Stopped",0,5
Speeding,2,53
Spillback,0,4
"Tinted Windows",2,68
"Truck Routes",0,0
U-Turn,1,9
Uninspected,0,0
Uninsured,24,71
"Unlicensed Operator",36,120
Unregistered,1,3
"Unsafe Lane Change",18,107
"Other Movers",52,161
"006    TOTAL Movers ",794,3597
"* All figures are preliminary and subject to change.",,
