"Moving Violations",,
"45th Precinct",,
"     May ",,
045sum,,
"Offense Description","MTD   2015","YTD   2015"
"Backing Unsafely",0,0
"Brake Lights (Defect.or Improper)",31,144
"Bus Lane, Driving in",0,0
"Cell Phone",83,288
"Commercial Veh on Pkwy",2,2
"Defective Brakes",0,0
"Disobey Steady Red Signal",21,76
"Disobey Traffic Control Device",82,402
"Equipment (Other)",5,19
"Fail to Keep Right",0,0
"Fail to Signal",3,29
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",24,135
"Improper Lights",0,0
"Improper Passing",1,4
"Improper Turn",26,101
"Improper/Missing Plates",1,19
"Not Giving R of W to Pedes.",11,128
"Not Giving R of W to Veh.",0,3
"One Way Street",0,4
"Pavement Markings",9,53
"Safety Belt",125,288
"School Bus, Passing Stopped",1,12
Speeding,43,190
Spillback,1,6
"Tinted Windows",42,380
"Truck Routes",1,14
U-Turn,2,10
Uninspected,1,9
Uninsured,48,218
"Unlicensed Operator",49,183
Unregistered,20,80
"Unsafe Lane Change",0,6
"Other Movers",28,99
"045    TOTAL Movers ",660,2902
"* All figures are preliminary and subject to change.",,
