"Moving Violations",,
"26th Precinct",,
"   April ",,
026sum,,
"Offense Description","MTD   2015","YTD   2015"
"Backing Unsafely",0,0
"Brake Lights (Defect.or Improper)",5,21
"Bus Lane, Driving in",0,0
"Cell Phone",51,149
"Commercial Veh on Pkwy",1,4
"Defective Brakes",0,2
"Disobey Steady Red Signal",10,41
"Disobey Traffic Control Device",77,227
"Equipment (Other)",11,13
"Fail to Keep Right",1,7
"Fail to Signal",4,11
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",7,46
"Improper Lights",0,0
"Improper Passing",0,0
"Improper Turn",24,167
"Improper/Missing Plates",0,1
"Not Giving R of W to Pedes.",45,133
"Not Giving R of W to Veh.",4,14
"One Way Street",0,3
"Pavement Markings",37,165
"Safety Belt",9,24
"School Bus, Passing Stopped",6,6
Speeding,185,549
Spillback,0,0
"Tinted Windows",3,25
"Truck Routes",0,0
U-Turn,6,17
Uninspected,2,4
Uninsured,13,49
"Unlicensed Operator",23,68
Unregistered,4,18
"Unsafe Lane Change",1,3
"Other Movers",22,74
"026    TOTAL Movers ",551,1841
"* All figures are preliminary and subject to change.",,
