"Moving Violations",,
"Housing Bureau",,
"   April ",,
housingsum,,
"Offense Description","MTD 2015  ","YTD 2015  "
"Backing Unsafely",0,2
"Brake Lights (Defect.or Improper)",3,6
"Bus Lane, Driving in",0,0
"Cell Phone",0,0
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,3
"Disobey Steady Red Signal",1,7
"Disobey Traffic Control Device",0,1
"Equipment (Other)",0,4
"Fail to Keep Right",0,1
"Fail to Signal",0,1
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",4,22
"Improper Lights",0,1
"Improper Passing",0,2
"Improper Turn",0,0
"Improper/Missing Plates",1,3
"Not Giving R of W to Pedes.",0,0
"Not Giving R of W to Veh.",0,0
"One Way Street",1,2
"Pavement Markings",1,2
"Safety Belt",0,2
"School Bus, Passing Stopped",0,0
Speeding,0,0
Spillback,0,0
"Tinted Windows",2,13
"Truck Routes",0,0
U-Turn,0,0
Uninspected,0,0
Uninsured,1,6
"Unlicensed Operator",3,12
Unregistered,0,1
"Unsafe Lane Change",0,1
"Other Movers",3,11
"TOTAL Movers ",20,103
*,,
"Housing Bureau"," is a citywide unit whose activity is not tracked by Precinct.",
"* All figures are preliminary and subject to change.",,
