45th Precinct,,
   April ,,
045sum,,
"",MTD   2015,YTD   2015
Backing Unsafely,0,0
Brake Lights (Defect.or Improper),32,113
"Bus Lane, Driving in",0,0
Cell Phone,64,205
Commercial Veh on Pkwy,0,0
Defective Brakes,0,0
Disobey Steady Red Signal,12,55
Disobey Traffic Control Device,70,320
Equipment (Other),3,14
Fail to Keep Right,0,0
Fail to Signal,6,26
Following Too Closely,0,0
Headlights (Defect. or Improper),38,111
Improper Lights,0,0
Improper Passing,1,3
Improper Turn,18,75
Improper/Missing Plates,7,18
Not Giving R of W to Pedes.,34,117
Not Giving R of W to Veh.,3,3
One Way Street,4,4
Pavement Markings,10,44
Safety Belt,63,163
"School Bus, Passing Stopped",7,11
Speeding,30,147
Spillback,0,5
Tinted Windows,76,338
Truck Routes,8,13
U-Turn,1,8
Uninspected,1,8
Uninsured,57,170
Unlicensed Operator,35,134
Unregistered,23,60
Unsafe Lane Change,1,6
Other Movers,30,71
045    TOTAL Movers ,634,2242
