"Moving Violations",,
"17th Precinct",,
"   April ",,
017sum,,
"Offense Description","MTD   2015","YTD   2015"
"Backing Unsafely",3,8
"Brake Lights (Defect.or Improper)",19,109
"Bus Lane, Driving in",2,6
"Cell Phone",40,107
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",78,166
"Disobey Traffic Control Device",98,338
"Equipment (Other)",11,16
"Fail to Keep Right",0,2
"Fail to Signal",119,375
"Following Too Closely",0,1
"Headlights (Defect. or Improper)",7,23
"Improper Lights",0,0
"Improper Passing",4,157
"Improper Turn",228,658
"Improper/Missing Plates",0,2
"Not Giving R of W to Pedes.",38,105
"Not Giving R of W to Veh.",0,0
"One Way Street",0,10
"Pavement Markings",144,449
"Safety Belt",17,48
"School Bus, Passing Stopped",3,3
Speeding,2,30
Spillback,5,8
"Tinted Windows",3,7
"Truck Routes",0,0
U-Turn,3,6
Uninspected,0,0
Uninsured,17,62
"Unlicensed Operator",15,44
Unregistered,0,6
"Unsafe Lane Change",167,626
"Other Movers",37,167
"017    TOTAL Movers ",1060,3539
"* All figures are preliminary and subject to change.",,
