"Moving Violations",,
"20th Precinct",,
"   April ",,
020sum,,
"Offense Description","MTD   2015","YTD   2015"
"Backing Unsafely",2,4
"Brake Lights (Defect.or Improper)",8,24
"Bus Lane, Driving in",0,0
"Cell Phone",176,566
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",87,279
"Disobey Traffic Control Device",219,849
"Equipment (Other)",10,22
"Fail to Keep Right",0,0
"Fail to Signal",9,53
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",2,12
"Improper Lights",0,0
"Improper Passing",0,0
"Improper Turn",114,301
"Improper/Missing Plates",0,0
"Not Giving R of W to Pedes.",27,104
"Not Giving R of W to Veh.",2,5
"One Way Street",15,38
"Pavement Markings",2,6
"Safety Belt",79,237
"School Bus, Passing Stopped",15,26
Speeding,30,90
Spillback,1,2
"Tinted Windows",13,102
"Truck Routes",17,86
U-Turn,1,8
Uninspected,0,0
Uninsured,20,48
"Unlicensed Operator",23,82
Unregistered,3,6
"Unsafe Lane Change",1,8
"Other Movers",52,154
"020    TOTAL Movers ",928,3112
"* All figures are preliminary and subject to change.",,
