
"Patrol Bureau",,

"
Backing Unsafely","
153",""
,,1448
"Brake Lights (Defect.or  Improper)",2223,26433
"Bus Lane, Driving in",111,869
"Cell Phone",6459,116155
"Commercial Veh on Pkwy",33,228
"Defective Brakes",27,360
"Disobey Sign",8875,109372
"Equipment (Other)",344,5785
"Fail to Keep Right",19,286
"Fail to Signal",1319,15147
"Fail to Stop on Signal",3019,35886
"Following Too Closely",24,459
"Headlights (Defect. or Improper)",2497,25397
"Improper Lights",312,3820
"Improper Passing",211,3104
"Improper Turn",5014,52925
"Improper/Missing Plates",274,2732
"Not Giving R of W to Pedes.",1364,13792
"Not Giving R of W to Veh.",198,2092
"One Way Street",238,4463
"Pavement Markings",2190,22203
"Safety Belt",5925,110305
"School Bus, Passing Stopped",62,1314
Speeding,1713,24259
Spillback,277,3932
"Tinted Windows",4871,74957
"Truck Routes",412,6292
U-Turn,509,4904
Uninspected,351,5701
Uninsured,4138,54165
"Unlicensed Operator",4072,54695
Unregistered,935,11259
"Unsafe Lane Change",287,3591
"Other Movers
TOTAL Movers","2880
61336",42883
,,841213

