Transportation Bureau,,
Backing Unsafely,9,130
Bike Lane,12,86
Bus Lane,156,2050
Cell Phone,218,3062
Commercial Veh on Pkwy,260,2732
Cruising For Passengers,2,54
Disobey Traffic Control Device,2722,35708
Driving Too Slow,2,32
Equipment,269,7563
Equipment (Other),2,20
Excessive Noise,0,2
Fail to Keep Right,2,20
Fail to yield Right of Way to Pedestrian,1737,7195
Failure to Signal,243,3660
Failure to yield Right of Way to Vehicle,7,22
Following Too Closely,69,659
Improper Passing,38,548
Improper Taxi Pickup,135,1698
Improper Turn,1252,15448
Improper/Missing Plates,11,287
Lamps and Other Equipment on Bicycle,0,4
Motorcycle (Other),27,904
Not Giving R of W to Veh.,40,376
Obstructed Plate,89,1800
One Way Street,157,1909
Overheight,13,108
Overlength,5,51
Overweight,7,113
Overwidth,0,0
Pavement Markings,8,160
Red Light,361,3428
School Bus,4,376
Scooter In NYC,0,0
Seat Belt,427,9202
Speeding,7250,74806
Spillback,193,5799
TBTA Rule,0,0
Tints,507,12684
TLC (Other),0,0
Truck Route,51,458
Uninspected,76,1036
Uninsured,135,1666
Unlicensed Operator,681,7575
Unregistered,230,2300
Unsafe Lane Change,189,2068
Other Movers,1236,17627
TOTAL Movers,18832,225426
