"Moving Violations",,
"34th Precinct",,
"November ",,
034sum,,
"Offense Description","MTD   2014","YTD   2014"
"Backing Unsafely",0,1
"Brake Lights (Defect.or Improper)",8,71
"Bus Lane, Driving in",0,0
"Cell Phone",49,616
"Commercial Veh on Pkwy",0,5
"Defective Brakes",0,1
"Disobey Sign",161,1596
"Equipment (Other)",1,18
"Fail to Keep Right",0,11
"Fail to Signal",2,35
"Fail to Stop on Signal",29,208
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",6,50
"Improper Lights",2,11
"Improper Passing",0,5
"Improper Turn",36,480
"Improper/Missing Plates",1,25
"Not Giving R of W to Pedes.",24,212
"Not Giving R of W to Veh.",0,9
"One Way Street",0,4
"Pavement Markings",6,75
"Safety Belt",36,411
"School Bus, Passing Stopped",0,26
Speeding,30,145
Spillback,0,2
"Tinted Windows",55,154
"Truck Routes",1,16
U-Turn,1,25
Uninspected,0,10
Uninsured,14,92
"Unlicensed Operator",22,251
Unregistered,9,42
"Unsafe Lane Change",1,5
"Other Movers",44,376
"034    TOTAL Movers ",538,4988
"* All figures are preliminary and subject to change.",,
