"Moving Violations",,
"109th Precinct",,
"November ",,
109sum,,
"Offense Description","MTD   2014","YTD   2014"
"Backing Unsafely",0,8
"Brake Lights (Defect.or Improper)",2,33
"Bus Lane, Driving in",0,0
"Cell Phone",90,1988
"Commercial Veh on Pkwy",0,1
"Defective Brakes",0,1
"Disobey Sign",733,7307
"Equipment (Other)",4,138
"Fail to Keep Right",3,12
"Fail to Signal",46,153
"Fail to Stop on Signal",46,1032
"Following Too Closely",0,8
"Headlights (Defect. or Improper)",1,21
"Improper Lights",0,0
"Improper Passing",3,58
"Improper Turn",67,702
"Improper/Missing Plates",2,81
"Not Giving R of W to Pedes.",70,771
"Not Giving R of W to Veh.",2,160
"One Way Street",0,42
"Pavement Markings",26,219
"Safety Belt",96,3473
"School Bus, Passing Stopped",68,375
Speeding,194,896
Spillback,4,90
"Tinted Windows",166,1673
"Truck Routes",1,95
U-Turn,7,85
Uninspected,4,78
Uninsured,27,343
"Unlicensed Operator",90,1181
Unregistered,11,190
"Unsafe Lane Change",5,61
"Other Movers",64,1067
"109    TOTAL Movers ",1832,22342
"* All figures are preliminary and subject to change.",,
