Patrol Bureau,,
Backing Unsafely,110,1295
Brake Lights (Defect.or  Improper),2225,24210
"Bus Lane, Driving in",84,758
Cell Phone,6938,109696
Commercial Veh on Pkwy,11,195
Defective Brakes,54,333
Disobey Sign,9231,100497
Equipment (Other),278,5441
Fail to Keep Right,40,267
Fail to Signal,1439,13828
Fail to Stop on Signal,2979,32867
Following Too Closely,20,435
Headlights (Defect. or Improper),2269,22898
Improper Lights,269,3508
Improper Passing,204,2893
Improper Turn,4111,47911
Improper/Missing Plates,227,2458
Not Giving R of W to Pedes.,1809,12428
Not Giving R of W to Veh.,186,1894
One Way Street,289,4225
Pavement Markings,2020,20013
Safety Belt,5901,104380
"School Bus, Passing Stopped",188,1252
Speeding,1704,22546
Spillback,325,3655
Tinted Windows,4983,70084
Truck Routes,395,5880
U-Turn,436,4395
Uninspected,305,5350
Uninsured,4275,50027
Unlicensed Operator,3889,50623
Unregistered,868,10324
Unsafe Lane Change,305,3304
Other Movers,3258,40002
TOTAL Movers,61625,779872
