"Moving Violations",,
"32nd Precinct",,
September,,
032sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",4,16
"Brake Lights (Defect.or Improper)",3,32
"Bus Lane, Driving in",0,1
"Cell Phone",26,377
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",55,523
"Disobey Traffic Control Device",222,2150
"Equipment (Other)",2,16
"Fail to Keep Right",0,0
"Fail to Signal",10,81
"Following Too Closely",0,2
"Headlights (Defect. or Improper)",5,40
"Improper Lights",0,0
"Improper Passing",1,12
"Improper Turn",40,863
"Improper/Missing Plates",1,22
"Lamps and Other Equipment on Bicycle",0,0
"Not Giving R of W to Pedes.",69,579
"Not Giving R of W to Veh.",0,17
"OBSTRUCTED PLATE",6,43
"One Way Street",1,4
"Pavement Markings",81,1012
"Safety Belt",32,236
"School Bus, Passing Stopped",9,34
Speeding,48,573
Spillback,0,3
"Tinted Windows",105,764
"Truck Routes",0,1
U-Turn,1,12
Uninspected,11,56
Uninsured,13,125
"Unlicensed Operator",42,424
Unregistered,9,110
"Unsafe Lane Change",1,13
"Other Movers",25,216
"032TOTAL Movers ",822,8357
,,
"* All figures are preliminary and subject to change.",,
