"Moving Violations",,
"1st Precinct",,
September,,
001sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",0,8
"Brake Lights (Defect.or Improper)",5,42
"Bus Lane, Driving in",3,6
"Cell Phone",120,1258
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",86,704
"Disobey Traffic Control Device",172,1907
"Equipment (Other)",0,19
"Fail to Keep Right",0,0
"Fail to Signal",14,196
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",5,41
"Improper Lights",2,20
"Improper Passing",0,22
"Improper Turn",60,735
"Improper/Missing Plates",2,12
"Lamps and Other Equipment on Bicycle",0,0
"Not Giving R of W to Pedes.",14,258
"Not Giving R of W to Veh.",1,3
"OBSTRUCTED PLATE",0,6
"One Way Street",8,118
"Pavement Markings",12,90
"Safety Belt",66,573
"School Bus, Passing Stopped",0,2
Speeding,7,73
Spillback,2,25
"Tinted Windows",20,446
"Truck Routes",2,26
U-Turn,1,22
Uninspected,0,1
Uninsured,9,112
"Unlicensed Operator",7,95
Unregistered,4,27
"Unsafe Lane Change",10,58
"Other Movers",14,397
"001TOTAL Movers ",646,7302
,,
"* All figures are preliminary and subject to change.",,
