Transportation Bureau,,
"",  ,  
Backing Unsafely,9,35
Brake Lights (Defect.or Improper),97,186
"Bus Lane, Driving in",170,442
Cell Phone,677,1839
Commercial Veh on Pkwy,113,306
Defective Brakes,8,14
Disobey Steady Red Signal,184,522
Disobey Traffic Control Device,1839,7107
Equipment (Other),472,1141
Fail to Keep Right,0,11
Fail to Signal,357,1007
Following Too Closely,70,248
Headlights (Defect. or Improper),36,94
Improper Lights,11,25
Improper Passing,65,188
Improper Turn,432,1430
Improper/Missing Plates,54,103
Not Giving R of W to Pedes.,205,478
Not Giving R of W to Veh.,33,87
One Way Street,10,37
Pavement Markings,290,748
Safety Belt,417,1039
"School Bus, Passing Stopped",0,3
Speeding,7506,20820
Spillback,15,94
Tinted Windows,566,1702
Truck Routes,11,25
U-Turn,11,13
Uninspected,68,156
Uninsured,109,349
Unlicensed Operator,436,1242
Unregistered,101,269
Unsafe Lane Change,103,277
Other Movers,2046,5413
TOTAL Movers,16521,47450
*,,
