"Moving Violations",,
"90th Precinct",,
"   March ",,
090sum,,
"Offense Description","MTD   2015","YTD   2015"
"Backing Unsafely",0,1
"Brake Lights (Defect.or Improper)",21,63
"Bus Lane, Driving in",0,0
"Cell Phone",64,203
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",90,215
"Disobey Traffic Control Device",83,223
"Equipment (Other)",0,1
"Fail to Keep Right",0,0
"Fail to Signal",4,28
"Following Too Closely",0,1
"Headlights (Defect. or Improper)",21,91
"Improper Lights",1,1
"Improper Passing",3,5
"Improper Turn",60,190
"Improper/Missing Plates",0,0
"Not Giving R of W to Pedes.",20,50
"Not Giving R of W to Veh.",2,8
"One Way Street",32,91
"Pavement Markings",5,13
"Safety Belt",124,385
"School Bus, Passing Stopped",2,3
Speeding,33,74
Spillback,1,1
"Tinted Windows",48,118
"Truck Routes",4,10
U-Turn,0,0
Uninspected,1,2
Uninsured,72,185
"Unlicensed Operator",34,106
Unregistered,3,12
"Unsafe Lane Change",1,2
"Other Movers",87,210
"090    TOTAL Movers ",816,2292
"* All figures are preliminary and subject to change.",,
