"Moving Violations",,
"9th Precinct",,
"   March ",,
009sum,,
"Offense Description","MTD   2015","YTD   2015"
"Backing Unsafely",0,0
"Brake Lights (Defect.or Improper)",5,8
"Bus Lane, Driving in",0,0
"Cell Phone",129,342
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",54,221
"Disobey Traffic Control Device",148,401
"Equipment (Other)",1,4
"Fail to Keep Right",0,0
"Fail to Signal",3,18
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",5,28
"Improper Lights",2,2
"Improper Passing",0,1
"Improper Turn",104,250
"Improper/Missing Plates",0,8
"Not Giving R of W to Pedes.",20,63
"Not Giving R of W to Veh.",1,1
"One Way Street",1,4
"Pavement Markings",0,57
"Safety Belt",102,251
"School Bus, Passing Stopped",1,3
Speeding,0,7
Spillback,1,1
"Tinted Windows",5,12
"Truck Routes",0,0
U-Turn,0,1
Uninspected,2,8
Uninsured,8,27
"Unlicensed Operator",25,75
Unregistered,7,13
"Unsafe Lane Change",23,50
"Other Movers",34,89
"009    TOTAL Movers ",681,1945
"* All figures are preliminary and subject to change.",,
